id;lastname;firstname;shirt_number;position;date_of_birth;team_id
28630;Sané;Leroy;20;Midfield;11.01.1996;419
30670;Köybaşı;İsmail;13;Defender;10.07.1989;397
30710;Denayer;Jason;15;Defender;28.06.1995;430
30768;Vázquez;Lucas;9;Forward;01.07.1991;414
31336;Johansson;Erik;3;Defender;30.12.1988;422
31339;Olsen;Robin;12;Goalkeeper;08.01.1990;422
31342;Forsberg;Emil;6;Midfield;23.10.1991;422
31452;Kadeřábek;Pavel;2;Defender;25.04.1992;387
31453;Dočkal;Bořek;9;Midfield;30.09.1988;387
31454;Krejčí;Ladislav;19;Midfield;05.07.1992;387
31543;Bjarnason;Theódór Elmar;18;Midfield;04.03.1987;412
31561;Lukaku;Jordan;21;Defender;25.07.1994;430
31579;Budkivskyi;Pylyp;15;Forward;10.03.1992;399
31601;Mączyński;Krzysztof;5;Midfield;23.05.1987;427
31602;Starzyński;Filip;23;Midfield;27.05.1991;427
31659;Dibusz;Dénes;12;Goalkeeper;16.11.1990;396
31660;Juhász;Roland;23;Defender;01.07.1983;396
31667;Priskin;Tamás;19;Forward;27.09.1986;396
31668;Nikolić;Nemanja;17;Forward;31.12.1987;396
31713;Abrashi;Amir;22;Midfield;27.03.1990;410
31717;Cikalleshi;Sokol;16;Forward;27.07.1990;410
31801;Meunier;Thomas;16;Defender;12.09.1991;430
32018;Yusupov;Artur;7;Midfield;01.09.1989;385
32077;Elvedi;Nico;4;Defender;30.09.1996;411
32180;Rico;Sergio;23;Goalkeeper;01.09.1993;414
32562;McNair;Paddy;17;Defender;27.04.1995;423
32624;Weiss;Vladimír;7;Midfield;30.11.1989;404
32645;Hoxha;Alban;23;Goalkeeper;23.11.1987;410
32958;Isaksson;Andreas;1;Goalkeeper;03.10.1981;422
33408;Tekin;Harun;23;Goalkeeper;17.06.1989;397
33410;Kristinsson;Ögmundur;12;Goalkeeper;19.06.1989;412
33416;Shevchenko;Mykyta;23;Goalkeeper;26.01.1993;399
33436;Pintér;Ádám;16;Defender;12.06.1988;396
33437;Fiola;Attila;5;Defender;17.02.1990;396
33455;Rog;Marko;15;Midfield;19.07.1995;416
33458;Memushaj;Ledian;9;Midfield;07.12.1986;410
34382;Pereira;Danilo;13;Midfield;09.09.1991;424
34669;Kovalenko;Viktor;9;Midfield;14.02.1996;399
40597;Traustason;Arnór Ingvi;21;Midfield;30.04.1993;412
40598;Kujović;Emir;19;Forward;22.06.1988;422
40637;Sigurjónsson;Rúnar Már;16;Midfield;18.06.1990;412
40698;Lewicki;Oscar;18;Midfield;14.07.1992;422
40707;Hauksson;Haukur;3;Defender;01.09.1991;412
40805;Özbayraklı;Şener;22;Defender;23.01.1990;397
40822;Greguš;Ján;6;Midfield;29.01.1991;404
42903;Kimmich;Joshua;21;Defender;08.02.1995;419
43039;Weigl;Julian;15;Midfield;08.09.1995;419
45846;Golovin;Aleksandr;13;Midfield;30.05.1996;385
50307;Škoda;Milan;12;Forward;16.01.1986;387
50367;Ivanov;Oleg;18;Midfield;04.08.1986;385
50414;Koubek;Tomáš;23;Goalkeeper;26.08.1992;387
50424;Skalák;Jiří;20;Midfield;12.03.1992;387
52443;Tarashaj;Shani;17;Forward;07.02.1995;411
56022;Lindelöf;Victor;14;Defender;17.07.1994;422
56705;Kapustka;Bartosz;21;Midfield;23.12.1996;427
56708;Fernandes;Gélson;16;Midfield;02.09.1986;411
56717;Filip;Steliano;16;Defender;15.05.1994;395
56721;Nagy;Ádám;8;Midfield;17.06.1995;396
56940;Zakaria;Denis;14;Midfield;20.11.1996;411
57953;Karavayev;Oleksandr;22;Midfield;02.06.1992;399
58164;Shishkin;Roman;2;Defender;27.01.1987;385
59025;Sanches;Renato;16;Midfield;18.08.1997;424
59041;Marinato;Guilherme;16;Goalkeeper;12.12.1985;385
59249;Kleinheisler;László;15;Midfield;08.04.1994;396
59320;Veseli;Frederic;6;Defender;20.11.1992;410
59440;Çalık;Ahmet Yılmaz;4;Defender;22.06.1994;397
59450;Ingason;Sverrir Ingi;5;Defender;05.08.1993;412
59451;Hermannsson;Hjörtur;4;Defender;08.02.1995;412
59778;Škriniar;Milan;14;Defender;11.02.1995;404
60051;Rashford;Marcus;22;Forward;31.10.1997;431
65435;Mor;Emre;21;Forward;24.07.1997;397
67197;Zinchenko;Oleksandr;21;Midfield;15.12.1996;399
67812;Bese;Barnabás;21;Defender;06.05.1994;396
